Gene1,Gene2,Score
RAD21,ORC2,314.0
RAD21,ID2,358.0
RAD21,GTF2E1,324.0
RAD21,HLF,471.0
RAD21,MCM3,250.0
RAD21,CTR9,352.0
RAD21,MCM4,220.0
RAD21,BTAF1,367.0
RAD21,IFI204,647.0
RAD21,ZSCAN21,327.0
RAD21,NFIA,310.0
RAD21,RNF4,285.0
RAD21,E2F4,827.0
RAD21,EPOR,533.0
RAD21,MED16,233.0
RAD21,XRCC3,242.0
RAD21,PBX1,211.0
RAD21,HDAC9,382.0
RAD21,APBB1,347.0
RAD21,ZBTB43,270.0
RAD21,SPO11,295.0
RAD21,H1F0,373.0
RAD21,HMGB2,274.0
RAD21,PLAG1,323.0
RAD21,RAD51,268.0
RAD21,BLZF1,243.0
RAD21,E2F8,723.0
RAD21,PRDM5,256.0
RAD21,ZBTB20,233.0
RAD21,EBF1,307.0
RAD21,LMO4,241.0
RAD21,SPI1,606.0
RAD21,TEAD3,251.0
RAD21,SOX6,350.0
RAD21,BUB3,333.0
RAD21,YBX1,178.0
RAD21,GATA2,572.0
RAD21,MEIS1,311.0
RAD21,ZKSCAN17,187.0
RAD21,MAPK12,207.0
RAD21,PPARGC1A,238.0
RAD21,TEAD2,200.0
RAD21,DDX58,270.0
RAD21,ZFP275,247.0
RAD21,CBX7,498.0
RAD21,MYB,200.0
RAD21,CITED4,276.0
RAD21,VDR,292.0
RAD21,SOX18,217.0
RAD21,GLIS2,150.0
RAD21,HDAC11,291.0
RAD21,HNF4A,398.0
RAD21,ERCC8,166.0
RAD21,IRF6,392.0
RAD21,ELP3,355.0
RAD21,TLE2,200.0
RAD21,HCFC1,150.0
RAD21,NUPR1,314.0
RAD21,ARID3B,251.0
RAD21,BATF2,594.0
RAD21,MCM2,276.0
RAD21,PML,197.0
RAD21,NR3C2,348.0
RAD21,CSRP3,173.0
RAD21,NDN,118.0
RAD21,SALL2,139.0
RAD21,TSHZ3,139.0
RAD21,TCF19,200.0
RAD21,RORC,161.0
RAD21,ZFP36,131.0
RAD21,SLA2,131.0
RAD21,TTF2,106.0
RAD21,GATA1,141.0
RAD51,NRF1,407.0
RAD51,HDGF,115.0
RAD51,DCP1A,168.0
RAD51,GTF3C3,134.0
RAD51,ELP2,133.0
RPA1,HDGF,146.0
RPA1,TAF1,193.0
RPA1,EBF1,192.0
RPA1,BUB3,120.0
RPA2,EGR1,191.0
SATB1,STAT3,874.0
SATB1,DCP1A,845.0
SATB1,DDX20,670.0
SATB1,SMARCA2,1072.0
SATB1,TOX4,492.0
SATB1,MIS18BP1,512.0
SATB1,NFAT5,550.0
SATB1,BLZF1,739.0
SATB1,XRCC5,581.0
SATB1,SNRPB,897.0
SATB1,RUVBL2,400.0
SATB1,MYNN,426.0
SATB1,SRSF1,389.0
SATB1,REXO4,391.0
SATB1,FEM1B,321.0
SATB1,ZFP143,317.0
SATB1,GFI1,319.0
SATB1,POLR3F,371.0
SATB1,MCM7,368.0
SATB1,AHCTF1,375.0
SATB1,TTF1,559.0
SATB1,EYA2,271.0
SATB1,RELB,320.0
SATB1,RAD21,564.0
SATB1,XPC,260.0
SATB1,E2F4,301.0
SATB1,TCF12,272.0
SATB1,NFXL1,334.0
SATB1,ABTB1,240.0
SATB1,ZBTB20,326.0
SATB1,ZDHHC6,356.0
SATB1,GTF3C3,337.0
SATB1,GTF2F1,347.0
SATB1,PRDM4,251.0
SATB1,MCM4,216.0
SATB1,MAPK9,297.0
SATB1,ZZZ3,209.0
SATB1,HIST1H1C,193.0
SATB1,TRPS1,219.0
SATB1,MED16,223.0
SATB1,WDR5,331.0
SATB1,PA2G4,430.0
SATB1,GTF2E1,288.0
SATB1,MYC,1062.0
SATB1,PHB2,199.0
SATB1,AFF4,185.0
SATB1,SLA2,245.0
SATB1,ZBTB10,271.0
SATB1,XAB2,340.0
SATB1,ZSCAN21,141.0
SATB1,POLR1B,316.0
SATB1,NFE2,471.0
SATB1,ZFP110,267.0
SATB1,MCM3,182.0
SATB1,RORA,354.0
SATB1,MAPK1,193.0
SATB1,CBFB,156.0
SATB1,TOPORS,336.0
SATB1,SP4,219.0
SATB1,ELP3,231.0
SATB1,RORC,219.0
SATB1,FOS,150.0
SATB1,RNF19A,343.0
SATB1,CTR9,188.0
SATB1,HCLS1,263.0
SATB1,HDAC7,197.0
SATB1,JARID2,258.0
SATB1,HMGB2,162.0
SATB1,CENPK,241.0
SATB1,TLR4,494.0
SATB1,ELP2,166.0
SATB1,HDAC2,192.0
SATB1,RB1,183.0
SATB1,NFE2L2,221.0
SATB1,JUN,217.0
SATB1,GTF2H1,152.0
SATB1,HDGF,292.0
SATB1,IFI204,303.0
SATB1,NR2C1,219.0
SATB1,CBX7,233.0
SATB1,NFKBIA,128.0
SATB1,CSRP3,251.0
SATB1,POLR2B,219.0
SATB1,NFATC1,116.0
SATB1,RPA2,164.0
SATB1,MCM5,175.0
SATB1,IRF1,224.0
SATB1,MXD3,308.0
SATB1,TCF19,240.0
SATB1,ZKSCAN17,112.0
SATB1,EGR1,123.0
SATB1,BTG2,164.0
SATB1,REL,117.0
SATB1,XRCC6,154.0
SATB1,ESR1,146.0
SATB1,HCFC1,179.0
SATB1,ORC2,165.0
SATB1,RNF4,189.0
SATB1,ZFP467,117.0
SATB1,NFATC2,170.0
SATB1,YBX1,119.0
SATB1,ETS1,132.0
SATB1,TAF1,182.0
SATB1,ID2,306.0
SATB1,E2F8,206.0
SATB1,KLF6,206.0
SATB1,BTAF1,103.0
SATB1,DDX58,118.0
SATB1,ZBTB43,150.0
SATB1,SMAD2,138.0
SATB1,TRIB3,133.0
SATB1,DEK,146.0
SATB1,MYB,221.0
SATB1,MEF2C,221.0
SATB1,BUB3,219.0
SATB1,NRF1,114.0
SATB1,MYCN,103.0
SATB1,NR4A1,101.0
SATB1,RAD51,102.0
SATB1,MCM6,146.0
SATB1,RPA1,143.0
SATB1,IRF5,134.0
SATB1,HNRNPAB,134.0
SATB1,ZFP275,127.0
SATB1,ZKSCAN6,126.0
SATB1,E2F6,115.0
SATB1,CNOT7,115.0
SATB1,BMI1,114.0
SATB1,IKZF1,113.0
SATB1,ARID3B,112.0
SATB1,KDM6A,102.0
SPI1,TLR4,3437.0
SPI1,E2F8,3663.0
SPI1,HCLS1,2558.0
SPI1,CBFB,2322.0
SPI1,XRCC6,3019.0
SPI1,REL,2301.0
SPI1,ELP2,2602.0
SPI1,MIS18BP1,2787.0
SPI1,GFI1B,3175.0
SPI1,E2F4,2677.0
SPI1,PA2G4,2536.0
SPI1,DDX20,2398.0
SPI1,ELP3,2439.0
SPI1,RELB,2470.0
SPI1,HMGB2,2253.0
SPI1,PML,1954.0
SPI1,SRSF1,2817.0
SPI1,POLR2B,2438.0
SPI1,TRPS1,2934.0
SPI1,TOX4,2709.0
SPI1,ID2,2607.0
SPI1,ZEB2,2047.0
SPI1,MCM7,2516.0
SPI1,BUB3,2566.0
SPI1,RNF4,2590.0
SPI1,RAD21,2611.0
SPI1,FOS,1958.0
SPI1,TCF12,2124.0
SPI1,NFE2,2246.0
SPI1,GTF2H1,2870.0
SPI1,ZKSCAN6,2255.0
SPI1,PHF10,2135.0
SPI1,IKZF1,2610.0
SPI1,DCP1A,2621.0
SPI1,SMARCA2,2477.0
SPI1,DEK,3017.0
SPI1,ABL1,2068.0
SPI1,RAD51,2183.0
SPI1,PHB2,1604.0
SPI1,MCM4,2492.0
SPI1,XAB2,1777.0
SPI1,CREB5,1853.0
SPI1,CENPK,1652.0
SPI1,NFAT5,2198.0
SPI1,NRF1,2075.0
SPI1,XPC,1533.0
SPI1,NFATC2,1731.0
SPI1,CNOT7,1972.0
SPI1,RORA,1867.0
SPI1,BLZF1,1333.0
SPI1,IRF5,1765.0
SPI1,ZZZ3,1722.0
SPI1,HIST1H1C,2256.0
SPI1,NFE2L2,1690.0
SPI1,ZBTB43,2378.0
SPI1,HCFC1,1403.0
SPI1,ZDHHC13,1588.0
SPI1,NFKBIA,1951.0
SPI1,MEF2C,2845.0
SPI1,JARID2,1329.0
SPI1,ARID3B,2093.0
SPI1,ZFP110,2326.0
SPI1,XRCC5,2553.0
SPI1,BTG2,1589.0
SPI1,GFI1,1133.0
SPI1,LMO4,1328.0
SPI1,MAPK1,1624.0
SPI1,MCM2,1046.0
SPI1,STAT3,925.0
SPI1,TOPORS,1086.0
SPI1,SP4,1130.0
SPI1,PWP1,1231.0
SPI1,ABTB1,1043.0
SPI1,VDR,1558.0
SPI1,RPA2,1295.0
SPI1,POLR1B,1321.0
SPI1,EPAS1,1145.0
SPI1,SNRPB,1232.0
SPI1,MCM3,1023.0
SPI1,RNF19A,1744.0
SPI1,ESR1,1799.0
SPI1,ZFP275,1756.0
SPI1,MED16,864.0
SPI1,RUVBL2,1810.0
SPI1,MCM6,1680.0
SPI1,IRF1,2041.0
SPI1,SATB1,1883.0
SPI1,BATF2,1927.0
SPI1,REXO4,1241.0
SPI1,HDAC2,1007.0
SPI1,TTF1,1045.0
SPI1,RB1,995.0
SPI1,GTF2F1,849.0
SPI1,GTF2E1,1044.0
SPI1,FEM1B,1283.0
SPI1,TSHZ3,2217.0
SPI1,ZFP467,1051.0
SPI1,MXD3,1080.0
SPI1,ORC2,811.0
SPI1,MYNN,1236.0
SPI1,TTF2,1431.0
SPI1,SLA2,2358.0
SPI1,ELF4,793.0
SPI1,ZDHHC6,910.0
SPI1,WDR5,1200.0
SPI1,MCM5,749.0
SPI1,AHCTF1,1028.0
SPI1,IKZF2,962.0
SPI1,ETS1,974.0
SPI1,NR2C1,820.0
SPI1,NFXL1,749.0
SPI1,ZFP143,491.0
SPI1,EYA2,1235.0
SPI1,MEIS1,774.0
SPI1,RARB,1088.0
SPI1,HNRNPAB,789.0
SPI1,TAF12,873.0
SPI1,HDGF,782.0
SPI1,SMAD2,901.0
SPI1,ZKSCAN17,752.0
SPI1,KLF3,1018.0
SPI1,TCF19,709.0
SPI1,CTR9,998.0
SPI1,MYB,1231.0
SPI1,ZSCAN21,1080.0
SPI1,ERCC8,847.0
SPI1,TRIB3,1353.0
SPI1,YBX1,722.0
SPI1,PRDM4,434.0
SPI1,TAF1,523.0
SPI1,EGR1,1003.0
SPI1,PBX1,696.0
SPI1,PLAG1,722.0
SPI1,MAPK9,966.0
SPI1,GTF3C3,744.0
SPI1,ZFP592,1110.0
SPI1,IFI204,456.0
SPI1,POLR3F,432.0
SPI1,NR3C2,1026.0
SPI1,EYA1,1082.0
SPI1,TSC22D3,559.0
SPI1,NFATC1,620.0
SPI1,RAI14,584.0
SPI1,ZFP36,641.0
SPI1,VHL,539.0
SPI1,NR4A1,1152.0
SPI1,JUN,539.0
SPI1,KLF6,1207.0
SPI1,PGR,2106.0
SPI1,BTAF1,598.0
SPI1,SNAPC3,388.0
SPI1,AFF4,899.0
SPI1,RUNX2,333.0
SPI1,GATA2,1581.0
SPI1,IRF8,702.0
SPI1,HDAC7,537.0
SPI1,NUPR1,461.0
SPI1,NDN,1585.0
SPI1,RPA1,376.0
SPI1,ZBTB20,1126.0
SPI1,KDM6A,392.0
SPI1,HDAC9,581.0
SPI1,GLIS2,434.0
SPI1,THRB,786.0
SPI1,DDX58,493.0
SPI1,MYC,321.0
SPI1,ELL2,637.0
SPI1,AHR,495.0
SPI1,CBX7,483.0
SPI1,EPOR,1099.0
SPI1,MECOM,266.0
SPI1,PRDM5,368.0
SPI1,H1F0,356.0
SPI1,SPO11,772.0
SPI1,APBB1,506.0
SPI1,ZBTB10,411.0
SPI1,EBF1,347.0
SPI1,XRCC3,226.0
SPI1,LZTS1,861.0
SPI1,E2F6,455.0
SPI1,SOX6,301.0
SPI1,TEAD3,317.0
SPI1,HNF4A,445.0
SPI1,FOXO1,195.0
SPI1,BMI1,194.0
SPI1,NOTCH1,170.0
SPI1,ZFP30,193.0
SPI1,SALL2,373.0
SPI1,KLF1,454.0
SPI1,HOXA9,497.0
SPI1,TEAD2,391.0
SPI1,MYCN,226.0
SPI1,IRF6,176.0
SPI1,CITED4,184.0
SPI1,RORC,219.0
SPI1,NFIA,213.0
SPI1,CSRP3,196.0
SPI1,RUNX1T1,173.0
SPI1,HDAC11,117.0
STAT3,FOS,2919.0
STAT3,IRF1,2044.0
STAT3,NFKBIA,1693.0
STAT3,BTG2,1471.0
STAT3,NFXL1,2050.0
STAT3,XRCC6,1762.0
STAT3,RELB,1608.0
STAT3,NFAT5,1202.0
STAT3,JUN,1127.0
STAT3,IRF8,1402.0
STAT3,HDAC7,2100.0
STAT3,HIST1H1C,1093.0
STAT3,ID2,1250.0
STAT3,NUPR1,2078.0
STAT3,GTF2F1,1812.0
STAT3,PA2G4,1105.0
STAT3,MCM4,1034.0
STAT3,TOPORS,998.0
STAT3,AFF4,1114.0
STAT3,KLF6,1041.0
STAT3,XRCC5,670.0
STAT3,MYC,727.0
STAT3,ZFP36,1075.0
STAT3,PRDM4,1475.0
STAT3,NFE2L2,806.0
STAT3,FOXO1,706.0
STAT3,REL,1236.0
STAT3,DCP1A,1035.0
STAT3,MYNN,707.0
STAT3,CITED4,879.0
STAT3,SRSF1,616.0
STAT3,SATB1,864.0
STAT3,HMGB2,1214.0
STAT3,ZDHHC13,617.0
STAT3,GTF3C3,688.0
STAT3,SNAPC3,504.0
STAT3,ELL2,884.0
STAT3,ZZZ3,681.0
STAT3,FEM1B,718.0
STAT3,HNRNPAB,568.0
STAT3,REXO4,480.0
STAT3,IFI204,565.0
STAT3,GTF2E1,689.0
STAT3,RPA2,1102.0
STAT3,NR3C2,865.0
STAT3,H1F0,470.0
STAT3,CENPK,517.0
STAT3,TOX4,456.0
STAT3,LMO4,824.0
STAT3,RNF19A,477.0
STAT3,DDX20,545.0
STAT3,RNF4,466.0
STAT3,RORA,646.0
STAT3,ZBTB20,408.0
STAT3,MCM6,650.0
STAT3,JARID2,920.0
STAT3,EYA2,614.0
STAT3,MAPK1,557.0
STAT3,MIS18BP1,750.0
STAT3,KDM6A,472.0
STAT3,PBX1,853.0
STAT3,PLAG1,556.0
STAT3,POLR1B,510.0
STAT3,HDGF,377.0
STAT3,NRF1,512.0
STAT3,AHCTF1,463.0
STAT3,ABL1,553.0
STAT3,IKZF1,428.0
STAT3,SOX6,438.0
STAT3,ZEB2,1059.0
STAT3,ELP3,522.0
STAT3,GFI1,516.0
STAT3,MYCN,416.0
STAT3,POLR2B,469.0
STAT3,SMARCA2,534.0
STAT3,RUVBL2,335.0
STAT3,SNRPB,511.0
STAT3,ABTB1,280.0
STAT3,ELP2,236.0
STAT3,ZSCAN21,324.0
STAT3,YBX1,430.0
STAT3,TRIB3,430.0
STAT3,NOTCH1,401.0
STAT3,BTAF1,320.0
STAT3,MXD3,487.0
STAT3,CBFB,397.0
STAT3,TCF12,367.0
STAT3,IRF6,520.0
STAT3,ZFP143,279.0
STAT3,VDR,348.0
STAT3,EPAS1,483.0
STAT3,TAF12,277.0
STAT3,RUNX2,622.0
STAT3,WDR5,290.0
STAT3,MCM2,606.0
STAT3,NFATC2,605.0
STAT3,EBF1,584.0
STAT3,DDX58,369.0
STAT3,XPC,364.0
STAT3,ZDHHC6,360.0
STAT3,TTF1,372.0
STAT3,ETS1,275.0
STAT3,TLR4,485.0
STAT3,SP4,393.0
STAT3,NR4A1,306.0
STAT3,GTF2H1,448.0
STAT3,NR2C1,310.0
STAT3,TRPS1,233.0
STAT3,SLA2,472.0
STAT3,PML,317.0
STAT3,PHB2,316.0
STAT3,HDAC2,238.0
STAT3,CTR9,253.0
STAT3,MAPK9,464.0
STAT3,CNOT7,279.0
STAT3,TEAD3,626.0
STAT3,ZKSCAN17,391.0
STAT3,MEIS1,244.0
STAT3,MED16,592.0
STAT3,RAD21,205.0
STAT3,ZFP110,281.0
STAT3,ZBTB43,179.0
STAT3,APBB1,213.0
STAT3,HCLS1,576.0
STAT3,MCM7,197.0
STAT3,MCM3,331.0
STAT3,ZBTB10,290.0
STAT3,POLR3F,273.0
STAT3,ORC2,307.0
STAT3,ZFP467,171.0
STAT3,MEF2C,274.0
STAT3,KLF3,191.0
STAT3,ZKSCAN6,218.0
STAT3,TCF19,243.0
STAT3,MCM5,509.0
STAT3,RPA1,464.0
STAT3,NFATC1,214.0
STAT3,RUNX1T1,561.0
STAT3,RARB,386.0
STAT3,VHL,165.0
STAT3,XAB2,204.0
STAT3,DEK,276.0
STAT3,E2F4,217.0
STAT3,RAD51,191.0
STAT3,HNF4A,607.0
STAT3,PPARGC1A,416.0
STAT3,AHR,256.0
STAT3,TTF2,180.0
STAT3,PWP1,169.0
STAT3,MAPK12,259.0
STAT3,NFE2,229.0
STAT3,BLZF1,226.0
STAT3,E2F8,130.0
STAT3,BUB3,176.0
STAT3,ERCC8,178.0
STAT3,ZFP275,181.0
STAT3,CBX7,165.0
STAT3,HLF,161.0
STAT3,IKZF2,383.0
STAT3,THRB,157.0
STAT3,RB1,222.0
STAT3,EPOR,213.0
STAT3,SMAD2,252.0
STAT3,SALL2,154.0
STAT3,TAF1,135.0
STAT3,PRDM5,138.0
STAT3,HDAC9,250.0
STAT3,IRF5,129.0
STAT3,E2F6,121.0
STAT3,PHF10,120.0
STAT3,TLE2,208.0
STAT3,CSRP3,179.0
STAT3,SOX18,170.0
STAT3,CREB5,166.0
STAT3,ESR1,119.0
STAT3,BMI1,110.0
STAT3,HCFC1,107.0
STAT3,HDAC11,103.0
STAT3,NDN,451.0
WDR5,SNRPB,2655.0
WDR5,MCM3,2858.0
WDR5,XRCC3,2814.0
WDR5,XAB2,2632.0
WDR5,RPA2,2610.0
WDR5,TCF19,1854.0
WDR5,RUVBL2,2293.0
WDR5,ZFP143,2253.0
WDR5,MCM5,2194.0
WDR5,DCP1A,1664.0
WDR5,YBX1,2018.0
WDR5,NFXL1,2024.0
WDR5,PHB2,1972.0
WDR5,PLAG1,1943.0
WDR5,PRDM4,1890.0
WDR5,RNF4,1879.0
WDR5,REXO4,1598.0
WDR5,ABL1,2027.0
WDR5,SNAPC3,1771.0
WDR5,BLZF1,1777.0
WDR5,TOX4,1940.0
WDR5,POLR1B,1797.0
WDR5,ORC2,1764.0
WDR5,RAD51,1763.0
WDR5,BUB3,1679.0
WDR5,GTF2E1,1654.0
WDR5,MIS18BP1,1614.0
WDR5,HNRNPAB,1284.0
WDR5,TAF1,1430.0
WDR5,PA2G4,1647.0
WDR5,TTF2,1424.0
WDR5,HDGF,1103.0
WDR5,SP4,1500.0
WDR5,RAD21,1341.0
WDR5,SMARCA2,1265.0
WDR5,E2F8,1399.0
WDR5,POLR3F,1131.0
WDR5,ZFP110,1204.0
WDR5,MYNN,1189.0
WDR5,GTF2F1,1338.0
WDR5,KLF6,1144.0
WDR5,CENPK,1256.0
WDR5,JUN,1126.0
WDR5,ZBTB43,1191.0
WDR5,ZDHHC6,886.0
WDR5,MCM4,1029.0
WDR5,MCM7,1038.0
WDR5,TTF1,1098.0
WDR5,AHCTF1,1101.0
WDR5,HMGB2,1240.0
WDR5,STAT3,1153.0
WDR5,HDAC2,388.0
WDR5,PWP1,491.0
WDR5,DDX20,884.0
WDR5,ID2,1005.0
WDR5,IRF8,981.0
WDR5,CTR9,964.0
WDR5,ABTB1,927.0
WDR5,ZBTB10,1036.0
WDR5,E2F4,920.0
WDR5,HIST1H1C,901.0
WDR5,SRSF1,675.0
WDR5,ERCC8,838.0
WDR5,GTF2H1,789.0
WDR5,ELL2,942.0
WDR5,FOXO1,879.0
WDR5,GTF3C3,509.0
WDR5,MAPK9,921.0
WDR5,RPA1,761.0
WDR5,MCM6,733.0
WDR5,MED16,624.0
WDR5,XPC,949.0
WDR5,XRCC5,699.0
WDR5,MEF2C,1171.0
WDR5,KDM6A,608.0
WDR5,ZDHHC13,645.0
WDR5,TAF12,649.0
WDR5,FOS,599.0
WDR5,NFAT5,629.0
WDR5,ZSCAN21,680.0
WDR5,POLR2B,628.0
WDR5,E2F6,282.0
WDR5,TLR4,579.0
WDR5,ZKSCAN17,337.0
WDR5,REL,498.0
WDR5,ELP3,503.0
WDR5,JARID2,590.0
WDR5,BTAF1,445.0
WDR5,ZZZ3,573.0
WDR5,GFI1B,478.0
WDR5,TOPORS,431.0
WDR5,ELP2,538.0
WDR5,HCLS1,421.0
WDR5,HDAC9,386.0
WDR5,FEM1B,443.0
WDR5,MAPK1,383.0
WDR5,XRCC6,399.0
WDR5,SPI1,453.0
WDR5,LMO4,372.0
WDR5,NOTCH1,458.0
WDR5,ZEB2,410.0
WDR5,NR4A1,430.0
WDR5,BTG2,315.0
WDR5,ZBTB20,415.0
WDR5,SMAD2,326.0
WDR5,MXD3,350.0
WDR5,MYCN,300.0
WDR5,RELB,356.0
WDR5,MCM2,337.0
WDR5,ZKSCAN6,277.0
WDR5,NFKBIA,263.0
WDR5,NFE2L2,189.0
WDR5,CBFB,291.0
WDR5,TCF12,251.0
WDR5,NRF1,246.0
WDR5,VHL,260.0
WDR5,IRF1,279.0
WDR5,HCFC1,218.0
WDR5,ESR1,199.0
WDR5,ETS1,253.0
WDR5,NFATC2,204.0
WDR5,ARID3B,362.0
WDR5,ZFP36,191.0
WDR5,EYA2,243.0
WDR5,CNOT7,183.0
WDR5,IRF5,224.0
WDR5,EBF1,186.0
WDR5,DEK,164.0
WDR5,RB1,183.0
WDR5,PRDM5,140.0
WDR5,NR2C1,243.0
WDR5,NFE2,131.0
WDR5,EPAS1,115.0
WDR5,DDX58,129.0
WDR5,GFI1,212.0
WDR5,NR3C2,199.0
WDR5,SATB1,197.0
WDR5,RNF19A,168.0
WDR5,TRIB3,155.0
WDR5,AFF4,142.0
WDR5,ZFP275,138.0
WDR5,IKZF1,123.0
WDR5,CBX7,117.0
